ST_CASE,STATE,PEDS,VE_TOTAL,PERSONS,COUNTY,DAY_WEEK,HOUR,ROUTE,FUNC_SYS,LATITUDE,LONGITUD,TYP_INT,REL_ROAD,LGT_COND,WEATHER,FATALS,NUM_INJURED
250280,25,0,1,1,27,5,21,0,7,42.58643056,-71.90358056,3,5,2,10,1,1
250283,25,0,1,1,1,6,22,0,5,41.61228889,-70.52285833,1,4,2,10,1,1
250284,25,1,1,1,5,7,23,3,3,42.02433611,-71.13185,1,1,2,1,1,1
250285,25,1,1,1,13,4,18,0,3,42.08753889,-72.56521389,1,1,3,1,1,1
250286,25,0,1,1,13,4,20,0,5,42.096425,-72.53629167,1,1,3,1,1,1
250288,25,0,2,2,27,7,22,1,1,42.06309167,-71.8595,1,1,2,5,2,2
250289,25,0,1,1,21,2,18,1,1,42.09,-71.22263056,1,8,2,10,1,1
250291,25,1,1,1,25,7,22,3,3,42.29838333,-71.08676111,3,1,3,1,2,2
250292,25,0,3,6,27,6,15,2,3,42.22130556,-71.77293056,1,1,1,2,1,1
250293,25,0,1,1,21,4,7,3,3,42.31529722,-71.25056389,1,5,4,10,1,1
250295,25,0,1,1,9,4,12,3,3,42.61576944,-71.04621389,1,4,1,1,1,1
250300,25,0,1,2,21,1,23,1,1,42.263525,-71.04525,1,10,3,2,1,2
250303,25,1,1,1,25,6,0,3,3,42.34870278,-71.07511667,1,1,3,1,1,1
250304,25,0,3,6,5,2,23,2,3,41.727225,-71.15296111,1,1,3,1,3,5
250307,25,1,1,3,23,7,19,3,3,42.08214167,-71.02286944,2,1,3,1,1,1
250308,25,0,1,1,1,1,3,3,4,41.69044167,-70.501975,1,4,2,1,1,1
250311,25,0,2,3,17,4,9,1,1,42.59964167,-71.36213889,1,1,1,1,1,3
250312,25,1,1,1,15,4,18,2,4,42.33130556,-72.63436944,1,1,3,1,1,1
250315,25,0,2,2,27,4,1,1,1,42.34171667,-71.80046389,1,1,2,1,1,2
250317,25,1,1,1,3,6,15,3,3,42.42032778,-73.33480833,1,4,1,1,1,2
250318,25,0,2,2,23,2,9,3,3,42.10081111,-70.72931111,3,1,1,1,1,1
250319,25,1,1,3,27,5,18,3,3,42.07107222,-72.01411389,1,1,2,1,1,1
250321,25,0,1,2,27,1,1,0,4,42.17986111,-71.92731111,1,1,2,10,1,1
250323,25,1,3,3,5,6,17,3,3,41.67396111,-70.9436,1,1,2,10,1,3
250324,25,0,1,1,17,5,17,3,4,42.66488889,-71.79328056,1,4,2,1,1,1
250329,25,0,1,1,9,4,10,3,4,42.64081389,-70.60087222,1,4,1,1,1,1
250330,25,3,4,4,17,4,16,0,3,42.39337778,-71.24519444,1,5,1,10,2,7
250334,25,1,1,1,23,6,21,0,4,42.13398333,-70.91675278,1,1,3,1,1,1
250335,25,0,1,2,9,6,3,1,1,42.67385556,-71.17514722,1,3,2,1,1,2
250336,25,0,3,3,17,4,8,1,1,42.46402778,-71.10346667,1,1,1,1,1,2
250337,25,0,2,5,9,7,22,1,1,42.67598611,-71.16574167,1,1,2,1,2,4
250338,25,1,1,1,25,2,2,3,3,42.39414444,-71.06723889,3,1,3,2,1,1
250340,25,1,5,5,27,4,21,1,1,42.22565833,-71.70375278,1,1,2,10,1,3
250341,25,0,1,1,13,7,13,0,5,42.20761111,-72.59463889,1,5,1,10,1,1
250342,25,1,5,6,17,5,21,1,1,42.54936111,-71.47738056,1,1,2,2,1,4
250343,25,0,2,1,5,6,20,3,3,41.68146667,-70.93397778,1,7,3,1,1,1
260001,26,1,1,1,125,1,5,4,4,42.72443611,-83.1355,1,1,2,1,1,1
260002,26,0,1,1,75,6,13,4,5,42.32215278,-84.23135556,1,4,1,10,1,1
260003,26,0,1,1,75,1,3,1,1,42.2623,-84.70618333,1,8,2,1,1,1
260004,26,0,2,3,57,1,15,2,2,43.42603611,-84.67745278,1,1,1,10,1,3
260005,26,0,1,1,49,2,12,1,1,43.03896111,-83.75435,1,4,1,1,1,1
260006,26,0,2,2,21,2,15,2,3,41.80541667,-86.30407778,1,1,1,10,2,2
260007,26,1,1,1,115,4,21,1,1,41.82700556,-83.43185278,1,1,3,10,1,1
260008,26,0,2,2,41,1,12,2,3,45.82808056,-87.04515278,1,1,1,1,1,2
260009,26,0,1,1,161,2,5,4,4,42.19829722,-83.79710556,1,5,3,10,1,1
260010,26,0,1,1,123,6,8,4,5,43.48154167,-85.79158333,1,4,2,3,1,1
260011,26,0,1,1,81,6,18,4,7,42.79819167,-85.37390833,1,4,2,10,1,1
260012,26,1,1,2,33,6,22,4,4,46.46301111,-84.35187222,1,1,2,1,1,1
260013,26,0,1,2,115,6,21,3,4,41.95735556,-83.65979444,2,4,3,2,1,2
260014,26,0,1,1,55,2,2,3,5,44.91298333,-85.50497778,1,4,2,1,1,1
260015,26,0,2,2,117,6,7,4,5,43.20641667,-85.28239444,3,1,3,10,1,2
260016,26,0,1,1,37,5,10,4,5,42.79953611,-84.70114722,1,4,1,2,1,1
260017,26,0,1,1,25,2,8,4,5,42.16665556,-85.18296667,1,4,1,1,1,1
260018,26,0,1,1,163,7,13,6,5,42.32347222,-83.10598333,1,4,1,10,1,1
260019,26,1,1,2,49,4,18,4,4,43.10476111,-83.71290833,1,1,3,1,1,1
260021,26,1,1,1,49,6,6,4,7,43.01824167,-83.53715833,1,1,2,10,1,1
260022,26,1,1,1,163,6,18,4,3,42.34409167,-83.17218889,2,1,2,1,1,1
260023,26,0,1,1,125,7,5,1,1,42.74113333,-83.47548611,1,4,2,10,1,1
260024,26,1,1,1,163,2,22,2,3,42.32441111,-83.16793889,1,1,3,2,1,1
260025,26,0,1,1,49,4,22,4,4,43.03223333,-83.75363611,1,4,2,1,1,1
260026,26,0,2,2,125,5,14,4,5,42.61055278,-83.56698333,3,1,1,10,1,1
260027,26,0,1,1,155,2,6,4,5,42.89076389,-84.24657778,1,4,2,10,1,1
260028,26,0,1,4,163,7,9,6,7,42.41387778,-82.93019167,2,4,1,1,1,4
260029,26,0,1,2,21,3,21,3,5,41.90986389,-86.30982222,1,4,2,1,2,2
260030,26,0,1,1,35,2,13,4,5,43.87313611,-84.71894444,1,4,1,10,1,1
260031,26,0,1,1,77,5,10,4,5,42.28852778,-85.73430833,1,4,1,4,1,1
260032,26,0,2,2,125,5,18,4,4,42.71614722,-83.19594722,1,1,2,4,1,2
260033,26,0,1,3,129,3,19,4,5,44.24131111,-84.16581944,3,4,2,1,1,3
260034,26,0,3,6,37,5,7,4,4,43.03753889,-84.38704167,1,1,2,10,1,4
260035,26,0,2,2,157,7,13,4,7,43.46621111,-83.54282222,2,1,1,1,1,2
260036,26,0,2,2,115,2,8,4,5,42.00745,-83.34876389,1,1,1,10,1,1
260037,26,0,2,2,115,3,20,1,1,41.90099444,-83.37366111,1,1,3,10,1,2
260038,26,0,1,2,165,3,19,3,3,44.37053056,-85.62182222,1,4,2,10,2,2
260039,26,0,1,3,69,7,12,4,5,44.35818611,-83.69011667,1,4,1,10,1,1
260040,26,0,2,2,25,4,4,1,1,42.10058056,-84.99681111,1,3,2,4,1,1
260041,26,0,3,6,125,7,13,3,3,42.66028889,-83.39286389,1,1,1,1,1,5
260042,26,0,2,2,105,3,7,2,3,43.96329167,-86.28842778,1,1,4,10,1,1
260043,26,1,1,2,99,4,18,4,4,42.53614444,-82.951225,1,1,3,1,1,1
260045,26,0,2,2,81,3,11,3,2,42.85125278,-85.53921389,1,1,1,2,1,2
260046,26,1,1,1,49,2,5,6,3,42.97511389,-83.63366944,1,4,3,10,1,1
260047,26,1,1,1,45,6,4,3,4,42.74075278,-84.69162222,1,1,3,10,1,1
260048,26,0,1,3,25,4,6,1,1,42.28148889,-85.15558889,1,8,2,4,1,3
260049,26,0,2,2,21,5,11,2,4,41.80530278,-86.381225,1,1,1,4,1,1
260050,26,0,2,3,99,2,14,4,4,42.711425,-82.87929167,1,1,1,10,2,3
260051,26,0,3,4,49,7,14,3,4,43.17884444,-83.65996944,2,1,1,10,1,2
260052,26,0,3,4,41,6,15,2,3,45.90284444,-86.57849444,1,1,1,11,2,3
260053,26,0,1,1,27,1,0,2,4,41.78310833,-86.15511667,1,4,2,1,1,1
260054,26,0,2,5,85,7,16,2,3,43.88783889,-85.63716111,2,1,1,1,1,3
260055,26,0,1,1,17,3,21,4,5,43.5898,-83.93288056,1,4,2,1,1,1
260056,26,0,5,3,99,6,23,6,4,42.46348056,-83.00569722,2,1,3,1,1,3
260057,26,0,1,1,125,7,1,1,1,42.49369722,-83.40601389,1,4,2,1,1,1
260058,26,1,1,1,121,5,21,2,2,43.15285278,-86.21152778,1,1,2,4,1,1
260059,26,0,2,2,151,3,19,3,3,43.29874722,-83.07962222,3,1,2,1,1,2
260060,26,0,2,5,13,6,7,2,3,46.74942778,-88.46759167,1,1,2,1,1,5
260061,26,0,3,6,87,1,20,3,3,43.01503889,-83.07181111,1,1,3,1,1,6
260062,26,0,3,4,145,3,11,4,4,43.46590556,-83.94641111,3,1,1,1,1,4
260063,26,0,2,4,99,7,17,3,3,42.44920556,-83.00258056,2,1,3,1,1,4
260064,26,0,2,2,163,4,10,2,3,42.35686944,-83.27433889,2,1,1,1,1,2
260065,26,0,2,3,63,5,7,4,7,43.83071667,-83.23638889,1,1,1,11,1,3
260066,26,0,2,2,125,1,20,4,4,42.62605556,-83.51150278,1,1,2,10,1,2
260067,26,0,2,4,75,7,13,2,2,42.39319167,-84.42894167,1,3,1,1,1,3
260068,26,0,1,1,165,6,11,4,7,44.17457222,-85.56731111,3,4,1,1,1,1
260069,26,0,1,1,93,5,21,4,5,42.5619,-84.1131,1,4,2,10,1,1
260071,26,0,2,3,125,7,13,2,3,42.72787778,-83.43580556,3,1,1,1,1,3
260072,26,1,1,1,125,2,18,3,3,42.44221944,-83.31706667,1,1,3,10,1,1
260073,26,0,2,3,163,1,21,6,4,42.43158056,-82.96543056,2,1,3,10,1,3
260074,26,1,1,1,145,6,0,4,5,43.38187778,-83.93554167,1,1,2,1,1,1
260075,26,1,2,2,81,5,7,3,3,42.93550556,-85.69634722,1,1,2,2,1,1
260076,26,0,1,2,81,1,22,6,4,42.99551111,-85.71838889,1,4,3,1,2,2
260077,26,1,1,1,81,3,20,3,3,42.91703056,-85.58383611,1,1,2,1,1,1
260078,26,0,3,8,97,7,12,2,3,45.93133889,-84.91620278,1,1,1,11,2,7
260079,26,0,2,3,141,4,11,2,3,45.41253611,-83.82651667,1,1,1,1,1,3
260080,26,0,2,2,37,5,14,4,5,42.78496389,-84.80168333,3,1,1,10,1,2
260082,26,0,2,2,81,7,10,4,7,43.07276667,-85.67001111,2,1,1,1,1,2
260083,26,0,2,2,91,6,15,3,4,42.00688333,-83.98449444,4,1,1,1,1,2
260084,26,0,1,3,91,2,11,4,6,41.84269167,-83.84591389,1,4,1,10,1,3
260085,26,0,1,1,147,5,20,4,5,43.02676667,-82.95744444,1,4,2,4,1,1
260086,26,0,2,4,73,6,15,4,4,43.58269444,-84.75528056,2,1,1,10,2,3
260087,26,0,4,6,47,1,19,1,1,45.76354444,-84.73291667,1,1,2,10,1,4
260088,26,1,1,1,49,5,19,1,1,43.07094167,-83.68396944,1,1,3,2,1,1
260089,26,0,4,4,17,4,6,2,2,43.59560278,-83.95083056,1,3,2,1,1,1
260090,26,1,1,1,77,6,18,6,3,42.26603056,-85.56971667,1,1,3,1,1,1
260091,26,0,3,4,163,7,11,4,3,42.33173056,-83.386475,3,1,1,1,1,1
260092,26,0,1,1,149,3,16,3,4,41.92576389,-85.55670833,1,5,1,1,1,1
260093,26,0,3,6,99,1,2,3,3,42.44729722,-83.06396111,2,1,3,1,1,6
260094,26,0,2,3,77,7,22,4,4,42.38229722,-85.61032222,1,1,2,1,1,2
260095,26,0,2,2,121,3,0,4,7,43.24939722,-86.06782778,2,1,2,10,1,2
260096,26,1,1,1,163,3,14,6,5,42.27415833,-83.36987778,3,1,1,10,1,1
260097,26,0,1,3,123,3,17,4,5,43.65665833,-85.57800556,1,4,1,10,1,3
260098,26,0,1,2,25,7,7,1,1,42.28365556,-84.84496667,1,5,2,10,1,2
260099,26,0,3,5,87,1,5,3,3,42.94456944,-83.05640833,1,1,2,1,1,3
260100,26,0,1,1,25,1,7,3,4,42.27516111,-85.02138611,1,4,4,1,1,1
260101,26,0,2,3,163,1,23,6,5,42.4011,-83.21858889,2,1,3,1,1,3
260102,26,1,1,1,163,2,18,6,3,42.36380556,-83.15815,1,1,3,1,1,1
260103,26,0,2,2,73,7,18,3,3,43.6119,-84.68790556,2,1,5,1,1,2
260104,26,0,1,1,137,2,22,1,1,44.87203056,-84.69001389,1,3,2,4,1,1
260105,26,0,1,1,81,2,7,2,2,43.01418611,-85.674575,1,3,4,1,1,1
260106,26,0,2,3,125,7,23,1,1,42.49103333,-83.41896667,1,1,3,10,1,1
260107,26,0,2,2,161,7,3,2,2,42.18696667,-83.68476389,1,1,2,1,2,2
260108,26,1,1,2,115,6,19,2,3,41.98992778,-83.36602778,1,1,2,1,1,1
260109,26,0,2,2,87,6,17,3,3,43.06559167,-83.07444444,2,1,1,1,1,1
260110,26,0,1,1,125,6,14,4,5,42.77640833,-83.17831667,3,4,1,1,1,1
260111,26,1,1,1,163,1,15,4,3,42.24911389,-83.23089167,2,1,1,1,1,1
260112,26,0,2,2,125,3,7,3,3,42.73908333,-83.24533333,1,3,1,1,1,1
260113,26,0,2,2,55,5,14,4,5,44.75945278,-85.70183889,1,1,1,4,1,2
260114,26,0,3,3,121,4,6,4,4,43.38411389,-86.288625,2,1,3,10,1,1
260115,26,0,2,3,163,1,0,1,1,42.32783056,-83.08592778,1,1,3,1,1,3
260116,26,0,1,1,27,3,19,3,4,41.84531667,-86.14564444,1,1,2,1,1,1
260119,26,0,1,2,35,6,14,2,2,43.85740556,-84.77911111,1,4,1,10,1,2
260120,26,0,1,1,161,4,13,4,4,42.16711111,-83.54189167,1,1,1,1,1,1
260121,26,0,1,1,121,5,23,6,4,43.17979167,-86.21989722,1,4,3,1,1,1
260122,26,0,1,1,139,6,23,4,5,42.95524444,-85.79267778,1,4,2,1,1,1
260123,26,0,1,1,25,2,2,6,4,42.31419444,-85.19062778,1,4,2,1,1,1
260124,26,0,2,4,17,7,15,4,4,43.58697778,-83.8369,2,1,1,1,1,2
260125,26,0,2,2,81,5,7,3,2,42.85311944,-85.70626667,1,1,4,1,1,1
260126,26,0,3,4,55,4,12,4,7,44.64413611,-85.79836389,2,1,1,1,1,4
260127,26,1,1,1,163,7,21,2,3,42.41938056,-83.27760833,2,1,2,1,1,1
260128,26,0,2,3,63,5,8,4,5,43.75533333,-82.87991667,2,1,1,1,1,3
260131,26,0,2,2,163,7,7,1,1,42.12436944,-83.24111944,1,4,1,10,1,1
260132,26,0,2,4,71,5,14,2,3,46.10588889,-88.582675,1,1,1,1,1,3
260133,26,0,1,1,49,1,3,3,3,42.96895278,-83.65255278,1,4,2,1,1,1
260134,26,0,2,2,163,1,5,3,3,42.44758056,-83.04835556,1,7,3,1,2,2
260135,26,0,1,1,151,4,10,3,3,43.36045278,-83.08501944,1,4,1,10,1,1
260136,26,1,3,3,159,6,8,4,5,42.24873056,-86.10858889,1,1,1,10,1,1
260137,26,0,2,4,49,6,15,4,7,43.09594444,-83.59755,1,1,1,1,1,4
260138,26,1,1,1,163,3,22,6,4,42.42325278,-83.06265,1,1,2,1,1,1
260139,26,1,2,1,163,7,7,1,1,42.37816667,-83.22784722,1,1,1,1,1,2
260140,26,0,3,4,105,4,14,2,3,43.95555833,-86.32317222,1,1,1,1,1,2
260141,26,0,2,2,161,3,21,3,3,42.25470278,-83.54830556,1,1,2,10,1,2
260142,26,0,3,3,111,3,14,4,4,43.59051667,-84.24776944,2,1,1,1,1,1
260143,26,0,3,5,121,6,12,4,4,43.29611389,-86.26099167,2,1,1,1,1,5
260144,26,1,1,1,81,3,6,6,4,42.885475,-85.72406667,1,1,3,1,1,1
260145,26,0,3,3,27,3,5,2,4,41.77906389,-85.89229444,1,1,2,1,1,3
260146,26,1,1,1,81,3,6,6,3,42.90491389,-85.66569444,2,1,3,1,1,1
260147,26,0,2,2,113,6,6,3,4,44.33788333,-85.08899167,1,1,2,4,1,2
260148,26,0,2,3,125,7,8,4,4,42.78490278,-83.13560556,2,1,1,2,1,2
260149,26,0,1,1,163,1,3,6,3,42.41070833,-83.12775833,1,4,3,1,1,1
260150,26,1,1,2,163,1,3,1,1,42.38395278,-83.31376667,1,1,3,1,1,3
260151,26,3,1,4,165,2,8,4,4,44.41069167,-85.43851111,2,1,1,1,2,3
260152,26,0,1,2,93,3,21,4,5,42.77350278,-83.77314444,1,4,2,1,1,2
260153,26,0,1,1,115,1,0,4,5,41.95345833,-83.2953,1,4,3,4,1,1
260154,26,0,4,7,125,4,19,4,3,42.5395,-83.46795278,2,1,3,2,1,6
260155,26,0,2,3,111,7,10,3,4,43.63568889,-84.36891667,1,1,1,4,1,3
260156,26,0,3,4,15,6,13,3,4,42.67498889,-85.40491389,1,1,1,10,1,3
260157,26,0,2,3,15,3,19,3,4,42.50804444,-85.259,1,1,2,1,1,3
260158,26,0,2,2,21,4,16,2,4,41.80528889,-86.39063333,2,1,1,2,1,1
260159,26,0,4,5,125,5,15,4,4,42.64124722,-83.52571667,1,1,1,10,1,2
260160,26,0,1,1,147,4,6,4,7,42.98258611,-82.87676667,1,4,2,4,1,1
260161,26,0,2,2,1,1,15,3,4,44.72666944,-83.80740278,2,1,1,1,1,2
260162,26,0,2,4,163,6,22,6,4,42.39953056,-82.98217778,3,1,3,1,1,4
260163,26,1,1,1,81,5,21,2,2,42.95742222,-85.67119167,1,1,3,2,1,1
260164,26,0,1,2,163,1,18,6,4,42.35012222,-83.02951111,1,4,1,1,1,2
260165,26,0,2,3,163,6,3,3,3,42.41021389,-82.99676111,2,1,2,1,2,2
260166,26,0,1,1,147,5,0,1,1,42.99000833,-82.46584444,1,3,2,2,1,1
260167,26,1,1,1,163,2,20,6,4,42.400575,-82.97835556,1,1,1,1,1,1
260168,26,0,2,4,163,2,17,3,3,42.32703056,-83.27605556,2,1,1,4,1,4
260169,26,0,2,2,65,1,10,4,5,42.69033056,-84.484075,1,1,1,4,1,1
260170,26,0,2,3,121,6,17,3,4,43.38389444,-86.13288611,1,1,1,10,1,3
260172,26,1,2,2,163,4,23,3,3,42.3999,-83.02285,2,1,2,2,1,1
260173,26,0,1,1,99,1,7,6,4,42.51834167,-83.00761111,1,4,4,1,1,1
260174,26,1,1,2,65,1,23,1,1,42.72396667,-84.51274444,1,1,2,2,1,1
260175,26,0,1,1,93,7,7,1,1,42.57711944,-83.85582778,1,4,1,10,1,1
260176,26,1,1,2,41,7,20,3,4,45.896,-87.066575,1,1,5,1,1,1
260177,26,0,1,1,117,7,3,4,5,43.35058056,-84.90384444,1,4,2,1,1,1
260178,26,0,2,3,93,1,0,3,3,42.62948333,-83.87544722,2,1,2,1,1,3
260179,26,0,1,1,65,1,19,3,3,42.74090556,-84.571575,1,4,1,1,1,1
260180,26,0,4,4,125,3,20,4,4,42.50358611,-83.33928889,1,1,3,1,1,4
260181,26,0,2,7,25,2,0,1,1,42.28287778,-84.89865556,1,1,2,1,3,7
260182,26,0,2,2,81,1,8,2,2,42.92482222,-85.68206944,1,1,1,1,1,2
260183,26,0,1,1,163,1,4,1,1,42.40153889,-82.97388889,1,4,3,10,1,1
260184,26,2,2,4,163,1,2,1,1,42.39618611,-83.06803333,1,2,3,10,2,2
260185,26,0,2,2,111,5,14,3,3,43.61108056,-84.42908056,2,1,1,1,1,2
260186,26,0,1,1,55,6,14,4,7,44.78431389,-85.50548333,1,4,1,1,1,1
260187,26,0,2,2,147,4,8,4,5,43.02685833,-82.525275,1,1,1,10,1,2
260188,26,0,2,2,21,3,17,1,1,41.93482222,-86.57226389,1,1,1,1,1,2
260189,26,0,1,1,149,6,8,2,3,41.79736389,-85.65761667,1,1,1,1,1,1
260190,26,0,2,2,123,6,15,4,5,43.35861389,-85.939775,1,1,1,1,1,1
260191,26,0,2,2,159,6,16,4,4,42.21806667,-86.09507778,1,1,1,1,1,1
260192,26,0,2,2,139,1,7,4,7,43.00855556,-86.16484167,2,1,1,1,1,2
260193,26,0,1,2,65,1,15,6,7,42.67400833,-84.59756389,1,4,1,1,1,2
260194,26,0,2,9,65,4,20,6,5,42.76073056,-84.50335,2,1,5,10,2,9
260195,26,0,2,5,17,1,13,4,7,43.68305278,-84.12767778,2,1,1,1,1,5
260196,26,0,2,2,67,2,22,1,1,42.87928056,-85.19236944,1,3,2,1,1,1
260197,26,0,2,3,93,2,14,4,3,42.57733056,-83.84556111,1,1,1,1,1,1
260198,26,0,2,4,139,3,19,4,7,42.95776944,-85.94359167,2,1,1,1,1,4
260199,26,1,1,1,115,4,4,2,3,42.06841389,-83.31242778,1,1,2,10,1,1
260200,26,1,1,1,163,3,17,4,4,42.42850833,-83.29699722,2,1,1,1,1,2
260201,26,0,2,2,149,7,5,4,5,41.97765833,-85.36485833,1,1,2,10,1,2
260202,26,0,2,2,91,3,20,2,3,42.02024444,-84.31795,1,1,1,1,1,2
260203,26,0,2,2,149,4,20,2,4,41.79706667,-85.72214722,1,1,5,1,1,1
260204,26,0,1,2,81,6,23,2,2,42.93388611,-85.68050278,1,4,3,1,1,2
260205,26,0,2,2,151,4,17,3,4,43.43328056,-82.92928333,2,1,1,1,1,1
260206,26,0,2,3,149,4,14,4,7,41.76536944,-85.75588056,1,1,1,1,1,2
260207,26,0,2,3,163,6,16,6,3,42.41338889,-83.23811667,2,1,1,1,1,1
260208,26,0,1,2,41,6,15,4,7,45.92958889,-86.62430833,1,1,1,10,1,2
260209,26,0,2,2,17,1,2,1,1,43.58244167,-83.94854444,1,1,2,1,1,2
260210,26,0,1,1,157,4,20,3,3,43.412775,-83.20116944,1,1,2,1,1,1
260211,26,0,1,1,151,6,16,3,4,43.46582222,-82.93094444,1,1,1,1,1,1
260212,26,1,2,1,163,6,14,3,3,42.34928056,-83.03448889,2,7,1,1,1,1
260213,26,0,1,1,163,1,13,6,7,42.083875,-83.25926667,1,4,1,1,1,1
260214,26,0,1,1,77,5,7,4,5,42.37511111,-85.75425278,1,4,1,1,1,1
260215,26,0,1,1,121,3,4,2,2,43.29226667,-86.20821944,1,4,2,1,1,1
260216,26,0,3,3,135,1,16,3,4,44.64513889,-84.16916111,3,1,1,1,1,2
260217,26,0,2,2,25,6,8,6,7,42.30509722,-85.16421667,2,1,1,1,1,2
260218,26,0,2,3,49,7,16,4,3,42.97555833,-83.74333056,1,1,1,1,1,3
260219,26,0,2,3,163,6,23,3,3,42.32666111,-83.28583611,2,1,2,1,1,1
260220,26,0,2,5,67,6,17,4,5,42.97345833,-84.84670278,1,1,1,1,1,4
260221,26,0,2,4,49,5,16,4,5,42.99196944,-83.86056667,1,1,1,1,1,4
260222,26,0,1,1,79,6,11,4,5,44.64087778,-85.13813611,1,4,1,1,1,1
260223,26,0,3,3,99,7,9,1,1,42.49445,-82.93743611,1,1,1,1,1,1
260224,26,0,2,3,143,6,9,3,4,44.46448056,-84.59831667,1,1,1,10,3,3
260225,26,0,2,2,163,1,4,3,2,42.40176944,-83.21815,1,1,3,1,1,2
260226,26,0,1,5,65,5,3,6,5,42.74883611,-84.56274167,1,4,3,1,1,5
260227,26,1,1,2,55,2,13,6,4,44.75467222,-85.62093889,2,1,1,1,1,1
260228,26,0,1,1,81,3,6,2,2,42.95717778,-85.671525,1,3,3,10,1,1
260229,26,1,1,1,123,2,23,4,5,43.46689167,-85.88863611,1,1,2,1,1,1
260230,26,0,1,1,5,5,9,4,7,42.47670833,-86.09178611,1,1,1,1,1,1
260231,26,0,1,1,123,7,4,4,5,43.3792,-85.74170833,1,4,2,1,1,1
260232,26,0,1,1,23,1,14,4,4,41.98559167,-84.89909167,1,4,1,1,1,1
260233,26,1,1,1,49,5,21,6,3,43.02263056,-83.634925,1,1,2,10,1,1
260234,26,0,1,2,117,7,10,4,5,43.148725,-85.13696389,1,4,1,10,1,2
260235,26,1,1,1,163,1,0,6,7,42.40948056,-83.17508611,2,1,2,1,1,1
260236,26,1,1,1,81,4,13,6,3,42.86101389,-85.6639,3,1,1,10,1,1
260237,26,0,2,3,163,6,1,4,3,42.37961389,-83.19823889,2,1,3,1,1,3
260238,26,0,1,1,65,3,14,4,5,42.48536111,-84.35625278,1,4,1,1,1,1
260239,26,0,3,3,163,7,0,3,2,42.40481944,-83.14108611,1,1,3,1,1,3
260240,26,0,2,5,115,7,13,3,4,41.93500556,-83.39008333,2,1,1,1,1,5
260241,26,0,2,3,55,3,4,4,5,44.68620278,-85.58213056,2,1,2,4,2,2
260242,26,0,2,2,99,5,21,4,3,42.71361389,-83.03525556,2,1,3,1,1,1
260243,26,0,1,1,163,7,3,3,2,42.28011111,-83.21444722,1,1,2,1,1,1
260244,26,1,1,1,49,3,2,3,3,42.95665556,-83.65310278,1,1,2,1,1,1
260245,26,1,1,1,115,2,22,2,3,42.06216944,-83.31653333,1,1,2,2,1,1
260246,26,0,3,8,101,6,16,3,4,44.23088333,-86.21345556,3,1,1,1,1,8
260247,26,0,3,4,125,5,21,6,4,42.61971944,-83.25786111,2,1,3,10,1,4
260248,26,0,2,3,77,3,20,4,3,42.23016667,-85.54048611,2,1,1,10,2,3
260249,26,0,1,1,163,7,8,4,5,42.21821389,-83.53172778,1,4,1,1,1,1
260250,26,0,1,1,163,3,20,1,1,42.33070278,-83.14923333,1,4,1,10,1,1
260251,26,0,1,3,73,7,17,4,5,43.68365278,-84.77014167,1,4,1,10,1,3
260252,26,0,2,4,139,6,17,4,4,42.82653611,-86.10784444,2,1,1,1,1,2
260253,26,0,2,3,5,4,14,4,7,42.48386667,-86.187525,2,1,1,1,1,3
260254,26,0,1,1,139,7,4,2,3,42.85981389,-86.10666944,1,1,2,1,1,1
260255,26,0,2,4,163,5,8,6,4,42.34355833,-83.26352222,1,1,1,1,1,1
260256,26,0,2,2,125,7,4,1,1,42.47784167,-83.20401389,1,1,2,1,2,2
260257,26,0,2,4,45,2,10,4,5,42.71207222,-84.83726111,2,1,1,10,2,3
260258,26,1,1,1,161,2,12,4,5,42.43124444,-83.66118611,1,2,1,10,1,1
260259,26,1,1,1,115,4,21,4,5,41.94941667,-83.3867,1,1,2,1,1,1
260260,26,0,2,2,49,2,15,6,4,43.03842222,-83.63551111,3,1,1,1,1,2
260261,26,0,1,5,75,6,1,4,5,42.25456389,-84.37340833,1,4,3,1,1,5
260262,26,0,2,2,135,2,16,3,4,44.61613611,-84.32826667,1,1,1,2,1,2
260263,26,1,3,4,93,1,21,3,3,42.63551111,-83.73460833,1,1,2,10,1,1
260264,26,0,2,3,127,7,14,3,5,43.77596944,-86.41900278,1,1,1,1,1,1
260265,26,0,2,2,21,4,7,4,4,42.06901389,-86.41700833,2,1,1,1,1,1
260266,26,0,1,1,163,7,2,3,2,42.40521667,-83.16093333,1,4,3,1,1,1
260267,26,0,1,1,35,5,0,4,7,44.02705278,-84.82814722,2,1,2,1,1,1
260268,26,0,2,3,91,7,14,4,5,41.94921389,-83.92596111,2,1,1,1,1,3
260269,26,0,2,2,49,4,19,6,4,42.98885,-83.68203611,2,1,1,1,1,2
260270,26,0,1,2,163,5,21,1,1,42.34228056,-83.04295833,1,4,3,1,1,1
260271,26,0,2,3,123,1,15,3,4,43.75623333,-85.84202222,2,1,1,1,1,3
260272,26,0,2,3,75,7,22,4,5,42.39708611,-84.467275,1,1,2,1,1,2
260274,26,0,2,2,125,3,23,3,2,42.45826111,-83.21943056,1,1,3,10,1,1
260275,26,0,2,3,99,6,3,1,1,42.49488056,-82.94358056,1,1,3,1,1,3
260276,26,0,2,2,91,7,14,2,3,42.02733333,-84.33024167,3,1,1,10,1,1
260277,26,0,2,5,99,2,14,6,4,42.46551667,-82.92685556,2,1,1,1,1,5
